type,question_id,question,button_name,country
"women,abortion","women,abortion,Ghana",The majority of women in Ghana view abortion as,How women feel about abortion,Ghana
"women,divorce","women,divorce,Ghana",The majority of women in Ghana view divorce as,How women feel about divorce,Ghana
"men,abortion","men,abortion,Guinea",The majority of men in Guinea view abortion as,How men feel about abortion,Guinea
"men,divorce","men,divorce,Guinea",The majority of men in Guinea view divorce as,How men feel about divorce,Guinea
"women,abortion","women,abortion,Guinea",The majority of women in Guinea view abortion as,How women feel about abortion,Guinea
"women,divorce","women,divorce,Guinea",The majority of women in Guinea view divorce as,How women feel about divorce,Guinea
"men,abortion","men,abortion,Gambia",The majority of men in Gambia view abortion as,How men feel about abortion,Gambia
"men,divorce","men,divorce,Gambia",The majority of men in Gambia view divorce as,How men feel about divorce,Gambia
"women,abortion","women,abortion,Gambia",The majority of women in Gambia view abortion as,How women feel about abortion,Gambia
"women,divorce","women,divorce,Gambia",The majority of women in Gambia view divorce as,How women feel about divorce,Gambia
"men,abortion","men,abortion,Guinea Bissau",The majority of men in Guinea Bissau view abortion as,How men feel about abortion,Guinea Bissau
"men,divorce","men,divorce,Guinea Bissau",The majority of men in Guinea Bissau view divorce as,How men feel about divorce,Guinea Bissau
"women,abortion","women,abortion,Guinea Bissau",The majority of women in Guinea Bissau view abortion as,How women feel about abortion,Guinea Bissau
"women,divorce","women,divorce,Guinea Bissau",The majority of women in Guinea Bissau view divorce as,How women feel about divorce,Guinea Bissau
"men,abortion","men,abortion,Equatorial Guinea",The majority of men in Equatorial Guinea view abortion as,How men feel about abortion,Equatorial Guinea
"men,divorce","men,divorce,Equatorial Guinea",The majority of men in Equatorial Guinea view divorce as,How men feel about divorce,Equatorial Guinea
"women,abortion","women,abortion,Equatorial Guinea",The majority of women in Equatorial Guinea view abortion as,How women feel about abortion,Equatorial Guinea
"women,divorce","women,divorce,Equatorial Guinea",The majority of women in Equatorial Guinea view divorce as,How women feel about divorce,Equatorial Guinea
"men,abortion","men,abortion,Greece",The majority of men in Greece view abortion as,How men feel about abortion,Greece
"men,divorce","men,divorce,Greece",The majority of men in Greece view divorce as,How men feel about divorce,Greece
"women,abortion","women,abortion,Greece",The majority of women in Greece view abortion as,How women feel about abortion,Greece
"women,divorce","women,divorce,Greece",The majority of women in Greece view divorce as,How women feel about divorce,Greece
"men,abortion","men,abortion,Grenada",The majority of men in Grenada view abortion as,How men feel about abortion,Grenada
"men,divorce","men,divorce,Grenada",The majority of men in Grenada view divorce as,How men feel about divorce,Grenada
"women,abortion","women,abortion,Grenada",The majority of women in Grenada view abortion as,How women feel about abortion,Grenada
"women,divorce","women,divorce,Grenada",The majority of women in Grenada view divorce as,How women feel about divorce,Grenada
"men,abortion","men,abortion,Guatemala",The majority of men in Guatemala view abortion as,How men feel about abortion,Guatemala
"men,divorce","men,divorce,Guatemala",The majority of men in Guatemala view divorce as,How men feel about divorce,Guatemala
"women,abortion","women,abortion,Guatemala",The majority of women in Guatemala view abortion as,How women feel about abortion,Guatemala
"women,divorce","women,divorce,Guatemala",The majority of women in Guatemala view divorce as,How women feel about divorce,Guatemala
"men,abortion","men,abortion,Guyana",The majority of men in Guyana view abortion as,How men feel about abortion,Guyana
"men,divorce","men,divorce,Guyana",The majority of men in Guyana view divorce as,How men feel about divorce,Guyana
"women,abortion","women,abortion,Guyana",The majority of women in Guyana view abortion as,How women feel about abortion,Guyana
"women,divorce","women,divorce,Guyana",The majority of women in Guyana view divorce as,How women feel about divorce,Guyana
"men,abortion","men,abortion,Honduras",The majority of men in Honduras view abortion as,How men feel about abortion,Honduras
"men,divorce","men,divorce,Honduras",The majority of men in Honduras view divorce as,How men feel about divorce,Honduras
"women,abortion","women,abortion,Honduras",The majority of women in Honduras view abortion as,How women feel about abortion,Honduras
"women,divorce","women,divorce,Honduras",The majority of women in Honduras view divorce as,How women feel about divorce,Honduras
"men,abortion","men,abortion,Croatia",The majority of men in Croatia view abortion as,How men feel about abortion,Croatia
"men,divorce","men,divorce,Croatia",The majority of men in Croatia view divorce as,How men feel about divorce,Croatia
"women,abortion","women,abortion,Croatia",The majority of women in Croatia view abortion as,How women feel about abortion,Croatia
"women,divorce","women,divorce,Croatia",The majority of women in Croatia view divorce as,How women feel about divorce,Croatia
"men,abortion","men,abortion,Haiti",The majority of men in Haiti view abortion as,How men feel about abortion,Haiti
"men,divorce","men,divorce,Haiti",The majority of men in Haiti view divorce as,How men feel about divorce,Haiti
"women,abortion","women,abortion,Haiti",The majority of women in Haiti view abortion as,How women feel about abortion,Haiti
"women,divorce","women,divorce,Haiti",The majority of women in Haiti view divorce as,How women feel about divorce,Haiti
"men,abortion","men,abortion,Hungary",The majority of men in Hungary view abortion as,How men feel about abortion,Hungary
"men,divorce","men,divorce,Hungary",The majority of men in Hungary view divorce as,How men feel about divorce,Hungary
"women,abortion","women,abortion,Hungary",The majority of women in Hungary view abortion as,How women feel about abortion,Hungary
"women,divorce","women,divorce,Hungary",The majority of women in Hungary view divorce as,How women feel about divorce,Hungary
"men,abortion","men,abortion,Indonesia",The majority of men in Indonesia view abortion as,How men feel about abortion,Indonesia
"men,divorce","men,divorce,Indonesia",The majority of men in Indonesia view divorce as,How men feel about divorce,Indonesia
"women,abortion","women,abortion,Indonesia",The majority of women in Indonesia view abortion as,How women feel about abortion,Indonesia
"women,divorce","women,divorce,Indonesia",The majority of women in Indonesia view divorce as,How women feel about divorce,Indonesia
"men,abortion","men,abortion,India",The majority of men in India view abortion as,How men feel about abortion,India
"men,divorce","men,divorce,India",The majority of men in India view divorce as,How men feel about divorce,India
"women,abortion","women,abortion,India",The majority of women in India view abortion as,How women feel about abortion,India
"women,divorce","women,divorce,India",The majority of women in India view divorce as,How women feel about divorce,India
"men,abortion","men,abortion,Ireland",The majority of men in Ireland view abortion as,How men feel about abortion,Ireland
"men,divorce","men,divorce,Ireland",The majority of men in Ireland view divorce as,How men feel about divorce,Ireland
"women,abortion","women,abortion,Ireland",The majority of women in Ireland view abortion as,How women feel about abortion,Ireland
"women,divorce","women,divorce,Ireland",The majority of women in Ireland view divorce as,How women feel about divorce,Ireland
"men,abortion","men,abortion,Iran",The majority of men in Iran view abortion as,How men feel about abortion,Iran
"men,divorce","men,divorce,Iran",The majority of men in Iran view divorce as,How men feel about divorce,Iran
"women,abortion","women,abortion,Iran",The majority of women in Iran view abortion as,How women feel about abortion,Iran
"women,divorce","women,divorce,Iran",The majority of women in Iran view divorce as,How women feel about divorce,Iran
"men,abortion","men,abortion,Iraq",The majority of men in Iraq view abortion as,How men feel about abortion,Iraq
"men,divorce","men,divorce,Iraq",The majority of men in Iraq view divorce as,How men feel about divorce,Iraq
"women,abortion","women,abortion,Iraq",The majority of women in Iraq view abortion as,How women feel about abortion,Iraq
"women,divorce","women,divorce,Iraq",The majority of women in Iraq view divorce as,How women feel about divorce,Iraq
