type,question_id,question,button_name,country
"women,divorce","women,divorce,Fiji",Summarize what most women in Fiji think of divorce.,How women feel about divorce,Fiji
"men,abortion","men,abortion,Federated States of Micronesia",Summarize what most men in Federated States of Micronesia think of abortion.,How men feel about abortion,Federated States of Micronesia
"men,divorce","men,divorce,Federated States of Micronesia",Summarize what most men in Federated States of Micronesia think of divorce.,How men feel about divorce,Federated States of Micronesia
"women,abortion","women,abortion,Federated States of Micronesia",Summarize what most women in Federated States of Micronesia think of abortion.,How women feel about abortion,Federated States of Micronesia
"women,divorce","women,divorce,Federated States of Micronesia",Summarize what most women in Federated States of Micronesia think of divorce.,How women feel about divorce,Federated States of Micronesia
"men,abortion","men,abortion,Gabon",Summarize what most men in Gabon think of abortion.,How men feel about abortion,Gabon
"men,divorce","men,divorce,Gabon",Summarize what most men in Gabon think of divorce.,How men feel about divorce,Gabon
"women,abortion","women,abortion,Gabon",Summarize what most women in Gabon think of abortion.,How women feel about abortion,Gabon
"women,divorce","women,divorce,Gabon",Summarize what most women in Gabon think of divorce.,How women feel about divorce,Gabon
"men,abortion","men,abortion,Georgia",Summarize what most men in Georgia think of abortion.,How men feel about abortion,Georgia
"men,divorce","men,divorce,Georgia",Summarize what most men in Georgia think of divorce.,How men feel about divorce,Georgia
"women,abortion","women,abortion,Georgia",Summarize what most women in Georgia think of abortion.,How women feel about abortion,Georgia
"women,divorce","women,divorce,Georgia",Summarize what most women in Georgia think of divorce.,How women feel about divorce,Georgia
"men,abortion","men,abortion,Ghana",Summarize what most men in Ghana think of abortion.,How men feel about abortion,Ghana
"men,divorce","men,divorce,Ghana",Summarize what most men in Ghana think of divorce.,How men feel about divorce,Ghana
"women,abortion","women,abortion,Ghana",Summarize what most women in Ghana think of abortion.,How women feel about abortion,Ghana
"women,divorce","women,divorce,Ghana",Summarize what most women in Ghana think of divorce.,How women feel about divorce,Ghana
"men,abortion","men,abortion,Guinea",Summarize what most men in Guinea think of abortion.,How men feel about abortion,Guinea
"men,divorce","men,divorce,Guinea",Summarize what most men in Guinea think of divorce.,How men feel about divorce,Guinea
"women,abortion","women,abortion,Guinea",Summarize what most women in Guinea think of abortion.,How women feel about abortion,Guinea
"women,divorce","women,divorce,Guinea",Summarize what most women in Guinea think of divorce.,How women feel about divorce,Guinea
"men,abortion","men,abortion,Gambia",Summarize what most men in Gambia think of abortion.,How men feel about abortion,Gambia
"men,divorce","men,divorce,Gambia",Summarize what most men in Gambia think of divorce.,How men feel about divorce,Gambia
"women,abortion","women,abortion,Gambia",Summarize what most women in Gambia think of abortion.,How women feel about abortion,Gambia
"women,divorce","women,divorce,Gambia",Summarize what most women in Gambia think of divorce.,How women feel about divorce,Gambia
"men,abortion","men,abortion,Guinea Bissau",Summarize what most men in Guinea Bissau think of abortion.,How men feel about abortion,Guinea Bissau
"men,divorce","men,divorce,Guinea Bissau",Summarize what most men in Guinea Bissau think of divorce.,How men feel about divorce,Guinea Bissau
"women,abortion","women,abortion,Guinea Bissau",Summarize what most women in Guinea Bissau think of abortion.,How women feel about abortion,Guinea Bissau
"women,divorce","women,divorce,Guinea Bissau",Summarize what most women in Guinea Bissau think of divorce.,How women feel about divorce,Guinea Bissau
"men,abortion","men,abortion,Equatorial Guinea",Summarize what most men in Equatorial Guinea think of abortion.,How men feel about abortion,Equatorial Guinea
"men,divorce","men,divorce,Equatorial Guinea",Summarize what most men in Equatorial Guinea think of divorce.,How men feel about divorce,Equatorial Guinea
"women,abortion","women,abortion,Equatorial Guinea",Summarize what most women in Equatorial Guinea think of abortion.,How women feel about abortion,Equatorial Guinea
"women,divorce","women,divorce,Equatorial Guinea",Summarize what most women in Equatorial Guinea think of divorce.,How women feel about divorce,Equatorial Guinea
"men,abortion","men,abortion,Greece",Summarize what most men in Greece think of abortion.,How men feel about abortion,Greece
"men,divorce","men,divorce,Greece",Summarize what most men in Greece think of divorce.,How men feel about divorce,Greece
"women,abortion","women,abortion,Greece",Summarize what most women in Greece think of abortion.,How women feel about abortion,Greece
"women,divorce","women,divorce,Greece",Summarize what most women in Greece think of divorce.,How women feel about divorce,Greece
"men,abortion","men,abortion,Grenada",Summarize what most men in Grenada think of abortion.,How men feel about abortion,Grenada
"men,divorce","men,divorce,Grenada",Summarize what most men in Grenada think of divorce.,How men feel about divorce,Grenada
"women,abortion","women,abortion,Grenada",Summarize what most women in Grenada think of abortion.,How women feel about abortion,Grenada
"women,divorce","women,divorce,Grenada",Summarize what most women in Grenada think of divorce.,How women feel about divorce,Grenada
"men,abortion","men,abortion,Guatemala",Summarize what most men in Guatemala think of abortion.,How men feel about abortion,Guatemala
"men,divorce","men,divorce,Guatemala",Summarize what most men in Guatemala think of divorce.,How men feel about divorce,Guatemala
"women,abortion","women,abortion,Guatemala",Summarize what most women in Guatemala think of abortion.,How women feel about abortion,Guatemala
"women,divorce","women,divorce,Guatemala",Summarize what most women in Guatemala think of divorce.,How women feel about divorce,Guatemala
"men,abortion","men,abortion,Guyana",Summarize what most men in Guyana think of abortion.,How men feel about abortion,Guyana
"men,divorce","men,divorce,Guyana",Summarize what most men in Guyana think of divorce.,How men feel about divorce,Guyana
"women,abortion","women,abortion,Guyana",Summarize what most women in Guyana think of abortion.,How women feel about abortion,Guyana
"women,divorce","women,divorce,Guyana",Summarize what most women in Guyana think of divorce.,How women feel about divorce,Guyana
"men,abortion","men,abortion,Honduras",Summarize what most men in Honduras think of abortion.,How men feel about abortion,Honduras
"men,divorce","men,divorce,Honduras",Summarize what most men in Honduras think of divorce.,How men feel about divorce,Honduras
"women,abortion","women,abortion,Honduras",Summarize what most women in Honduras think of abortion.,How women feel about abortion,Honduras
"women,divorce","women,divorce,Honduras",Summarize what most women in Honduras think of divorce.,How women feel about divorce,Honduras
"men,abortion","men,abortion,Croatia",Summarize what most men in Croatia think of abortion.,How men feel about abortion,Croatia
"men,divorce","men,divorce,Croatia",Summarize what most men in Croatia think of divorce.,How men feel about divorce,Croatia
"women,abortion","women,abortion,Croatia",Summarize what most women in Croatia think of abortion.,How women feel about abortion,Croatia
"women,divorce","women,divorce,Croatia",Summarize what most women in Croatia think of divorce.,How women feel about divorce,Croatia
"men,abortion","men,abortion,Haiti",Summarize what most men in Haiti think of abortion.,How men feel about abortion,Haiti
"men,divorce","men,divorce,Haiti",Summarize what most men in Haiti think of divorce.,How men feel about divorce,Haiti
"women,abortion","women,abortion,Haiti",Summarize what most women in Haiti think of abortion.,How women feel about abortion,Haiti
"women,divorce","women,divorce,Haiti",Summarize what most women in Haiti think of divorce.,How women feel about divorce,Haiti
"men,abortion","men,abortion,Hungary",Summarize what most men in Hungary think of abortion.,How men feel about abortion,Hungary
"men,divorce","men,divorce,Hungary",Summarize what most men in Hungary think of divorce.,How men feel about divorce,Hungary
"women,abortion","women,abortion,Hungary",Summarize what most women in Hungary think of abortion.,How women feel about abortion,Hungary
"women,divorce","women,divorce,Hungary",Summarize what most women in Hungary think of divorce.,How women feel about divorce,Hungary
"men,abortion","men,abortion,Indonesia",Summarize what most men in Indonesia think of abortion.,How men feel about abortion,Indonesia
"men,divorce","men,divorce,Indonesia",Summarize what most men in Indonesia think of divorce.,How men feel about divorce,Indonesia
"women,abortion","women,abortion,Indonesia",Summarize what most women in Indonesia think of abortion.,How women feel about abortion,Indonesia
